un,uid,iu,mid,mc,srn,run,ruid,rmc,pu,rrc,rcc,rpage,rpt,rc,cc,page,pt
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@陈士渠:,iPhone客户端,,,某公园内，网友偶然拍到的小鸭子给鱼儿喂食，有情有义！,,0,0,http://www.weibo.com/2138511690/BeMUUCWeE,2014-07-22 21:26,0,0,http://www.weibo.com/1032404935/BeN9rAdXs?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 22:02
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@侯宁:哦？//@狮城苍狼://@陈士渠: 辟谣！,iPhone客户端,,,"【瓶装水暴晒，可以喝！】每到夏日，""夏天车里放矿泉水，当心中毒""的传言就会火起来。近日，北京市理化分析测试中心发现，将矿泉水放在密闭车内暴晒7天后，送检水样未检出邻苯二甲酸酯类物质，瓶体也无增塑剂析出。塑料瓶密封条件下，水中微生物很难繁殖。http://t.cn/RPyGEep",,0,0,http://www.weibo.com/2656274875/BeMPFirXe,2014-07-22 21:13,0,0,http://www.weibo.com/1032404935/BeN7YASBQ?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 21:58
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@实用小百科:迷茫时看的8句话！,iPhone客户端,,,【迷茫时看的8句话】①先处理心情，再处理事情；②最困难的时候，就是最接近成功的时候；③不为模糊不清的未来担忧，只为清清楚楚的现在努力；④宽容他人对你的冒犯；⑤不要无缘无故的妒忌；⑥只为成功找方法，不为失败找借口；⑦不要看我失去什么，只看我还拥有什么；⑧用最放松的心态对待一切艰难。,,0,0,http://www.weibo.com/2302787264/BeE5d3g2x,2014-07-21 22:57,0,0,http://www.weibo.com/1032404935/BeN7McmCm?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 21:58
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@自恋小男人Mr梁:刚才看完了//@韩三痞:又想起这个哭得要命的电影~_~;,iPhone客户端,,,“外婆，你生病的话就发个空信过来，我会知道是你，我会马上赶过来。”,,0,0,http://www.weibo.com/2714169800/BefAJsrIB,2014-07-19 08:36,0,0,http://www.weibo.com/1032404935/BeN7gx9z5?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 21:56
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,123456789,iPhone客户端,,,下面九句都是让人听到恨不得分分钟杀了你的话，你平时最爱说哪一句？ （祈祷脸...,,0,0,http://www.weibo.com/3164835813/BeMnfAEB3,2014-07-22 20:03,0,0,http://www.weibo.com/1032404935/BeN2q3VOf?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 21:44
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@教您瘦到90斤:大事重原则，小事有分寸 推荐关注@美文故事,iPhone客户端,,,谁都有脾气，但要学会收敛，在沉默中观察，在冷静中思考，别让冲动的魔鬼，酿成无可挽回的错；谁都有梦想，但要立足现实，在拼搏中靠近，在忍耐中坚持，别把它挂在嘴边，常立志者无志；谁都有底线，但要懂得把握，大事重原则，小事有分寸，不讲情面难得别人支持，过分虚伪亦让人避而远之。,,0,0,http://www.weibo.com/2231296431/B86tj1Zdx,2014-06-08 22:21,0,0,http://www.weibo.com/1032404935/BeLGFn2Wb?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 18:18
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,这个？,iPhone客户端,,,"【这座，让还是不让？】重庆276路公交车上，一刚上车老人将车上唯一的空位让给十六七岁的孙子坐，却要求一旁座位上的大三女生给其让座。女生觉得没有让的必要，老人则称""现在的年轻人书都白读了…""，还大声抱怨其没教养。http://t.cn/RPAECaf （重庆商报）如果你是那个女生，你会____。",,0,0,http://www.weibo.com/1708533224/BeIX0qpru,2014-07-22 11:20,0,0,http://www.weibo.com/1032404935/BeJ1can8t?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-22 11:30
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@上下一点平:转发微博,iPhone客户端,,,"#原创音乐风#一笑解千愁@DJ任钊 @DJ紫阳@MORP音乐联盟  “生年不过百，常怀千岁忧；百事从心起，一笑解千愁”, 本期歌曲@捷特勒思 《快乐节拍》、@王绎龙 《快乐歌谣》、 @ 陈宇浩-泡泡达人、@西单女孩任月丽 《守护天使》、@青春美少女 《快乐宝贝》。  |《原创音乐风》一笑解千愁， http://t.cn/8kJbYNr",,0,0,http://www.weibo.com/2624311273/Beznw1ZzT,2014-07-21 10:58,0,0,http://www.weibo.com/1032404935/BeDgvywIv?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 20:52
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,#电台微心语#人生少走了弯路，也就错过了风景。人生，要有多少计较，就有多少烦恼；有多少包容，就会有多少欢乐。,,0,0,http://www.weibo.com/2335668333/BeD0HpGp8,2014-07-21 20:13,0,0,http://www.weibo.com/1032404935/BeD386tQ4?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 20:19
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【8则爱情公式 你了解多少？】：①气你+逗你=喜欢你；②学你+跟你=暗恋你；③疼你+顺你=想追你；④想你+念你=爱上你；⑤追你+顺你=想娶你；⑥疼你+骂你=在乎你；⑦烦你+不理你=想甩你；⑧尊重你+关心你=已分手。转,,0,0,http://www.weibo.com/2714128364/BdPgKuIFB,2014-07-16 13:35,0,0,http://www.weibo.com/1032404935/BeCVV32MA?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 20:01
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,"【做一个懂事的女子】1、学会低调,取舍间,必有得失。2、做自己的决定。然后准备好承担后果。3、慎言,独立,学会妥协的同时,也要坚持自己最基本的原则。4、明白付出并不一定有结果。5、过去的事情可以不忘记,但一定要放下。6、要快乐,要开朗,要坚韧,要温暖,对人要真诚。 喜欢就关注@女性实用心计学",,0,0,http://www.weibo.com/2708873077/BeCTO9iTg,2014-07-21 19:56,0,0,http://www.weibo.com/1032404935/BeCVbwie5?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 19:59
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@实用小百科:来一杯透心凉的夏日冷饮~,iPhone客户端,,,【苏打水的9款不同做法合集】来一杯透心凉的夏日冷饮吧！@999道私房菜 转,,0,0,http://www.weibo.com/2697416452/BeybUstXd,2014-07-21 07:57,0,0,http://www.weibo.com/1032404935/BeC6hmmVp?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 17:54
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【邢台一商场现“老公寄存处” 】据说男人最累的竟是陪！逛！街！近日，邢台一商场设立“老公寄存处”，收留陪逛男士。先森们，进老公寄存处前请自觉将钱包交给你的老婆。http://t.cn/RP2gw0j 小伙伴们觉得这个寄存处肿么样？,,0,0,http://www.weibo.com/2335668333/BeBWtxImv,2014-07-21 17:30,0,0,http://www.weibo.com/1032404935/BeC69nCxK?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 17:53
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【当碰瓷男遇上女司机…】据南方日报，近日，网上一段行车记录仪记录下来的场景：一个碰瓷男试图去碰瓷，顺势就是一倒，但是没留意对方车子里面是个女司机，女司机不知是没看到人还是一紧张，直接就给开过去了……|行车仪记录男子惨遭女司机碾压一幕,,0,0,http://www.weibo.com/1774259814/BeAFUmB97,2014-07-21 14:16,0,0,http://www.weibo.com/1032404935/BeB3zbHRd?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 15:14
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@DJ东旭:读错好几个,iPhone客户端,,,【这些姓氏，你都读对了吗？】公开场合，读对别人的名字是基本的尊重；再次相遇，记得住他人的名字会让你的印象分大增。中国人的姓氏源远流长、数量众多，有的读音和平常读法不一样。那、应、哈、曲、令狐……你确定你都读对了吗？戳图自查，读错请转发！,,0,0,http://www.weibo.com/2803301701/BeyAczHps,2014-07-21 08:56,0,0,http://www.weibo.com/1032404935/Bez66fQo2?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 10:15
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【衡水大妈踩翻井盖跌入井中 幸好较胖卡在了井口】7月16日下午，京衡南大街与永兴东路交叉口东南角，一位50多岁的大妈停下电动车想到旁边的门诊看病，没想到一脚踩在了一窨井盖上，大妈跌入井中卡在井口。附近市民闻迅赶来紧急施救，该大妈终于被拉上地面转危为安。http://t.cn/RP2nn1J,,0,0,http://www.weibo.com/2335668333/BeyLyomfe,2014-07-21 09:24,0,0,http://www.weibo.com/1032404935/Bez5I3x06?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 10:14
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,,,,,,,0,0,http://www.weibo.com/1032404935/Bez4R9xG6?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-21 10:12
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【 夏天车内有5类“隐形炸弹“】一些平时放在车里的物品，在阳光暴晒下随时可能爆炸。1.打火机。2.汽车香水。挥发后会产生易燃气体。3.老花镜。属于凸透镜，易将光线聚在一起引起火灾。4.碳酸饮料。高温下易膨胀而爆裂。5.手机、数码相机。温度过高会出现机械问题。转给你身边开车的朋友！（生命时报）,,0,0,http://www.weibo.com/1708533224/Beq9zcDJS,2014-07-20 11:29,0,0,http://www.weibo.com/1032404935/Beqaewoef?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-20 11:30
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,咨询下明白人，你说我这头型不好看，脑袋尖脸圆夏天披着头发热，不披着又难看！还不想剪短发！有木有好办法,iPhone客户端,,,,,,,,,0,0,http://www.weibo.com/1032404935/Beq75d9cG?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-20 11:23
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,我就是这么一个人：谁对我好我就对谁好；如果你把我当回事，你的事就是我的事；你把事办明白，我就不差你事；朋友就要真心实意，不只是你会玩心眼；不要太虚伪，谁对我好我知道；我不是没脾气，只是不轻易发脾气；我可以装傻，但你别以为我真傻；众口难调，我做不到让所有人喜欢我。,,0,0,http://www.weibo.com/1652194081/BekLC2KIc,2014-07-19 21:46,0,0,http://www.weibo.com/1032404935/BekORi2Tp?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 21:54
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,终于凉快凉快了，没热死我,iPhone客户端,,,,,,,,,0,0,http://www.weibo.com/1032404935/BekJr1u3T?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 21:41
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,你的国语发音正确吗，请读： 国果， 国过果， 国过郭果， 国过郭锅裹果， 国过郭锅裹帼果哒， 恭喜你下蛋成功！想报仇？转了呀！,,0,0,http://www.weibo.com/2140657423/BejSc73gL,2014-07-19 19:30,0,0,http://www.weibo.com/1032404935/Beknmz2ua?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:46
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,轻功如此了得，在少林寺学的吧？！,,0,0,http://www.weibo.com/1764222885/BejLM25t4,2014-07-19 19:14,0,0,http://www.weibo.com/1032404935/BekmQmuVV?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:45
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,拯救泰坦尼克号。。。这谁做的，太有才华了！哈哈,,0,0,http://www.weibo.com/1644395354/BejJj1KXF,2014-07-19 19:08,0,0,http://www.weibo.com/1032404935/BekmJA46M?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:45
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,"【品质优良的西芹卖不出去！转起帮菜农找销路】在有""中国冷凉蔬菜之乡""美誉的宁夏固原市西吉县，许多菜农愁眉不展。品质优良的西芹已成熟，价格却大减，只有四毛钱一斤，连本钱都不够。今年种了10万亩，再这样下去，菜要烂在地里了！http://t.cn/RPAZJ1P 别让汗水变泪水，扩散，帮菜农找销路！",,0,0,http://www.weibo.com/2656274875/BejJx9Ndi,2014-07-19 19:08,0,0,http://www.weibo.com/1032404935/Bekmme2s8?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:44
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,装傻是为了能逗你开心，你以为我真的是逗比啊。,,0,0,http://www.weibo.com/2155358940/Bek4n4ym5,2014-07-19 20:00,0,0,http://www.weibo.com/1032404935/Bek5MvvEl?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:03
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@沙画老师艺维:偶尔适量摄入肯定没问题。一次性喝大量水也会中毒,iPhone客户端,,,【请一定看看：#致癌食物黑名单# 警惕！】中国医学科学院肿瘤医院公布：①腌制食品含致癌物，咸菜等 ②烧烤食品含强致癌物，烤鸭、烤羊肉串等 ③熏豆腐干等常食易患癌 ④油炸食品含致癌物 ⑤霉变食品含致癌物 ⑥隔夜熟白菜和酸菜、 反复烧开的水会产生致癌物。这些都少吃！传播健康知识，转！,,0,0,http://www.weibo.com/2656274875/BeiQZeIiI,2014-07-19 16:54,0,0,http://www.weibo.com/1032404935/Bek4zaalo?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 20:00
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【麦螺味美毒性巨大 食用10分钟变成植物人】近日，福建阿婆吃下六两麦螺，十分钟后中毒成植物人的消息引起社会广泛关注。麦螺学名织纹螺，外形特征表现为尾部较尖，螺体细长，长度为1厘米左右，宽度约为0.5厘米食用后5分钟，就可引起头晕、呕吐、口唇及手指麻木等中毒症状。大家赶紧认清这种螺，扩散！,,0,0,http://www.weibo.com/2709577332/BejiHeHDu,2014-07-19 18:02,0,0,http://www.weibo.com/1032404935/BejZJg0xY?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 19:48
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@凝視靈魂-:,iPhone客户端,,,【扩散：警惕“开车门”事故！】近日，郑州孙先生因为粗心，下车时突然开车门，导致一辆电动车撞上车门，骑车者右脚骨折。@交通安全网 提醒：①除驾驶员，不轻易开左车门；②从右车门上下时，车辆最好距右侧路肩30cm内；③先开拳头大小缝，观察后再开门；④使用右手慢开左车门，左手慢开右车门。,,0,0,http://www.weibo.com/1897723622/BejMPlxNI,2014-07-19 19:16,0,0,http://www.weibo.com/1032404935/BejWT7qm3?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 19:41
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@实用小百科:马克，有时间自己试试！,iPhone客户端,,,番茄炖牛腩是一道非常经典的菜，味美汤浓、开胃、爽口。@999道私房菜 转,,0,0,http://www.weibo.com/2697416452/BeaCG5mfo,2014-07-18 19:57,0,0,http://www.weibo.com/1032404935/Bejm251jF?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 18:10
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@家居丶时尚:花时间去讨厌自己讨厌的人~~,iPhone客户端,,,花时间去讨厌自己讨厌的人，你就少了时间去爱自己喜欢的人。花时间去计较让你不爽的事情，你就少了时间去体验让你爽的事情。恨，烦，焦虑，难过都是别人带来的，可时间是你的。所以节约自己的时间比一切都重要。—— 刘同,,0,0,http://www.weibo.com/2606963900/Be2pNdoqM,2014-07-17 23:03,0,0,http://www.weibo.com/1032404935/BegStBmSa?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 11:52
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,/民网:【新京报：#见义勇为被刑拘#，让人心寒】在深圳发生的这起荒唐的刑拘案使好人蒙冤，为坏人撑腰，实在令人惋惜。希望这起荒唐的刑拘案可以给社会提个醒，实现社会正义的基础不仅在于有好法和好人，还在于好法有好的执行，好人有好的保护。任何时候都不能让见义勇为者心寒。http://t.cn/RPZj3JY,iPhone客户端,,,"【大学生#见义勇为被刑拘# ""下次遇到这事我只打电话报警""】小涂是一名90后，今年从四川某职业技术学院毕业到深圳找工作没多久，因打伤色狼被刑拘。媒体关注后，小涂被释放。小涂说，他不后悔救人。""但是我在里面也想，下回再遇到这种事，我不会上前去了，我只会打电话报警。"" http://t.cn/RPzHtuu",,0,0,http://www.weibo.com/2286908003/BdYKo4oqv,2014-07-17 13:43,0,0,http://www.weibo.com/1032404935/BedQgDSBL?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 04:08
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,玩家体验虚拟过山车，身体被欺骗了根本控制不住啊,,0,0,http://www.weibo.com/5126161537/Be7a384tG,2014-07-18 11:08,0,0,http://www.weibo.com/1032404935/BedMnw0sZ?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 03:59
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@教您瘦到90斤:每天读一遍，不久你会变,iPhone客户端,,,【每天读一遍，不久你会变】1.脾气泄露了我们修养，沉默道出了我们品味。2.当感觉天快塌下来时候，实际上是自己站歪了！3.不要把自己看得太强，以致无视外因的成就；不要把自己看的太轻，以致成为他人的踏板。4.总有人会迷失方向，否则真理的路上将人满为患.5.有棱有角的害处是，别人啃起你来十分方便,,0,0,http://www.weibo.com/1807135005/BdRbeamgL,2014-07-16 18:27,0,0,http://www.weibo.com/1032404935/BedGWmJIQ?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-19 03:45
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,心情再差，也不要写在脸上，因为没有人喜欢看你的臭脸；工作再累，也不要抱怨，因为没有人无条件替你干；生命再短，也不要随意作践，因为没有人为你的健康买单；生活再苦，也不要失去信念，因为美好将在明天；前行再难，也不要踯躅不前，因为自己的选择，跪着也要走完。态度决定一切#文交联合#,,0,0,http://www.weibo.com/1654362804/BeacTrnpA,2014-07-18 18:53,0,0,http://www.weibo.com/1032404935/Bear290yZ?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-18 19:28
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,"【8个简单，8个丰富】 1.外表简单一点,内涵就丰富一点 2.需求简单一点,心灵就丰富一点 3.言语简单一点,沟通就丰富一点 4.私心简单一点,友情就丰富一点 5.情绪简单一点,人生就丰富一点 6.效率简单一点,成果就丰富一点 7.环境简单一点,空间就丰富一点 8.爱情简单一点,幸福就丰富一点。",,0,0,http://www.weibo.com/2302787264/BeaeikeZd,2014-07-18 18:57,0,0,http://www.weibo.com/1032404935/BeaqTh1ZV?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-18 19:28
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【周末气温一路飙升 注意防暑降温】未来三天河北大部地区天气以晴为主，而预计20到21号南部会达到本轮高温天气的最高点，届时中南部地区的最高气温可达37度以上。大家外出一定要注意做好防暑降温的工作。到了21号白天我省的北部地区会率先出现雷雨天气，21号夜间到22日降雨范围会扩大到全省。,,0,0,http://www.weibo.com/2335668333/Be9EZz8HL,2014-07-18 17:30,0,0,http://www.weibo.com/1032404935/Be9G7jGi0?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-18 17:32
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【我为什么不减肥】人生已经如此艰难，有些事情就不要拆穿……(via：牛轰轰),,0,0,http://www.weibo.com/2615346774/Be9FkjDtN,2014-07-18 17:30,0,0,http://www.weibo.com/1032404935/Be9G2igYE?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-18 17:32
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,有时不是你不够努力，而是你努力的方式不对。.net,,0,0,http://www.weibo.com/1660612723/Be89Fi9Re,2014-07-18 13:40,0,0,http://www.weibo.com/1032404935/Be8a2zvyn?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-18 13:41
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【裙底偷拍产业链调查：几分钟卖上千元】变态恶心！根据这段视频可知，如今一般“街头偷拍”的视频，每十分钟可卖出500-1000元；拐杖、钢笔等日常用品都可能变成偷拍利器，而步行街、扶梯、车展等地都是偷拍高发场所。夏天爱穿裙子的菇凉们，一定要多提高自己的防范意识！|视频：裙底偷拍产业链调查 几分钟卖上千元,,0,0,http://www.weibo.com/1708533224/BdZRRqnVG,2014-07-17 16:34,0,0,http://www.weibo.com/1032404935/BdZXyyBxx?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 16:48
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,第一张左边我姐右边我妹，我给他俩化的妆，你们是夸他俩你好看呢？还是夸我化的好呢,iPhone客户端,,,,,,,,,0,0,http://www.weibo.com/1032404935/BdZvGdcij?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 15:39
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,叛逆期，谁都有过。成长路上，我们像疯魔，怀疑、否定和抗拒周遭的一切。当开始累了、痛了、哭了，又会回头弯腰拾起。最可怕的是，当完全醒悟了，也许人已老了。正当年少时，多一些折磨，往后就会少一点折腾；多一些思考，往后就会少一点叹息。光阴之下，命如蝼蚁。转！,,0,0,http://www.weibo.com/2722573740/BdZdEmeB5,2014-07-17 14:55,0,0,http://www.weibo.com/1032404935/BdZdNedcE?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 14:55
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@教您学化妆:可以相信别人，但不可以指望别人~关注@心理学秘语,iPhone客户端,,,【心理提醒】我们生活在尘世中，什么人都可能遇上，什么事都可能碰上，会有人说你好，也会有人说你不好。但只要我们做人做事问心无愧，就不必执着于他人的评判。当有人对你施不敬的言语，请不要在意，更不要因此而起烦恼，因为这些言语改变不了事实，却可能搅乱你的心，心如果乱了，一切就都乱了。,,0,0,http://www.weibo.com/2231283485/B9lAInple,2014-06-17 02:40,0,0,http://www.weibo.com/1032404935/BdYOk9gKy?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 13:52
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@美容健康:耐人寻味的几个定律,iPhone客户端,,,【耐人寻味的几个定律】1.摆阔定律：越穷的人越爱摆阔。2.担心定律：越担心的事越容易发生。3.般配定律：靓男倩女多与自己外表相反的厮守终身。4.要求定律：越说随便和怎么都行的人要求越高。5.沟通定律：世上70%的烦恼由沟通不畅所致。6.装病定律：你之前装了什么病，之后就会得什么病！,,0,0,http://www.weibo.com/2150162074/BdT3UFKMG,2014-07-16 23:14,0,0,http://www.weibo.com/1032404935/BdYO3h68N?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 13:52
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@365道美食精选:你遇到困难了，去找人帮忙。嘴上答应的客客气气的，不一定真的会帮你。,iPhone客户端,,,你遇到困难了，去找人帮忙。嘴上答应的客客气气的，不一定真的会帮你。而满嘴刻薄的那个，说不定回头就替你办了。所以说，别信人一张嘴，要看人一双手。真心帮你的人，嘴上都不饶人。而说的越客气的那个，心里面压根就没准备帮忙。好人往往嘴贱，坏人往往嘴甜。,,0,0,http://www.weibo.com/3131796637/BdXWE46cX,2014-07-17 11:40,0,0,http://www.weibo.com/1032404935/BdYtN9Uqf?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 13:02
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,转发微博,iPhone客户端,,,【专家：油漆是雾霾重要来源】北京日前开出治霾最大罚单，一家露天刷漆的企业被罚30万元。专家解释，油漆以有机溶剂为稀释剂，消耗能源、污染环境、有毒有害。溶剂型油漆是雾霾的重要来源之一。在国外，传统油漆生产和应用已被明令禁止或受限，2004年欧盟已立法严禁生产和使用油漆。你怎么看？,,0,0,http://www.weibo.com/2335668333/BdY4yf0uh,2014-07-17 12:00,0,0,http://www.weibo.com/1032404935/BdYtcexLo?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 13:00
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,,iPhone客户端,,,【神对话《我要炸火车站》】近日上海警方在地铁抓获奇葩男一枚，以下是警犯对话：男：我今天不炸明天也要炸！ 民警：你包里只有书和手机。 男：你阻止不了我，我一定要炸火车站！ 民警：炸哪个火车站？ 男：北京火车站 民警：这里是上海！ 男：那你抓我干嘛！ |视频：男子上海地铁拒安检扬言炸北京车站被拘,,0,0,http://www.weibo.com/1708533224/BdY4VAEX8,2014-07-17 12:01,0,0,http://www.weibo.com/1032404935/BdYt84H7T?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 13:00
西单女孩任月丽,1032404935,http://tp4.sinaimg.cn/1032404935/180/5703248562/0,,//@谢娜:你中枪了吗,iPhone客户端,,,听说太看重感情的人都这样，你中枪了吗？丨图文自网络,,0,0,http://www.weibo.com/1097201945/BdXpzjIwq,2014-07-17 10:19,0,0,http://www.weibo.com/1032404935/BdYrd00PU?from=page_1004061032404935_profile&wvr=6&mod=weibotime,2014-07-17 12:55
